query,answer
"Наличие кворума для осуществления вскрытия конвертов с заявками и заявками, а также кворума с кворумом для вскрытия бланков с заявками. Кворум для того, чтобы вскрытать конверты с заявками, имеет кворум, который позволит осуществлять вскрытие конвертов с документами.",наличие кворума для осуществления вскрытия конвертов с заявками;
"Количество поданных конвертов с заявками, в том числе дата и время регистрации каждой такой заявки, а также дата регистрации каждой заявки, в таком виде общее количество заявок, в таких конвертах с заявками.","общее количество поданных конвертов с заявками, в также дата и время регистрации каждой такой заявки;"
"идентификационных номеров участников рынка закупки, подавших заявку на рынке, а не участники закупки, а участники рынка, а также участники тендеры, подавшие заявку на закупки.","сведения об идентификационных номерах участников процедуры закупки, подавших заявки;"
"Сведения о сути поступивших конвертов (заявка, ее изменение, отзыв, отзыв) и сведения о их сути, сути и сути полученных конвертов, а также сведения об отзыве конвертов, заявке, изменении, отзыве, отзыве.","сведения о сути поступивших конвертов (заявка, ее изменение, отзыв);"
"Документация о закупке, документация о наличии альтернативных предложений, их количестве, количестве и количестве (если возможность подачи альтернативного предложения была предусмотрена документацией о поставке). Документация об альтернативных предложениях, их объеме, количестве, их числе, а также о наличии дополнительных предложений. Эксперты считают, что альтернативные предложения могут быть не только альтернативными, но и альтернативными предложениями.","о наличии альтернативных предложений, их количестве (если возможность подачи альтернативных предложений была предусмотрена документацией о закупке);"
"Цена за единицу продукции и максимальное значение НМЦ, а также формула цены, или формула формулы цены, если возможность подачи альтернативных предложений была предусмотрена документацией о закупке, указывается по каждому альтернативному предложению.","предлагаемая участником процедуры закупки цена договора, или цена за единицу продукции и максимальное значение НМЦ (подраздел 19.15 Положения), или формула цены и максимальное значение НМЦ, кроме случаев проведения на общих основаниях аукциона / редукциона, проведения аукциона, участниками которого могут быть только субъекты МСП (если возможность подачи альтернативных предложений была предусмотрена документацией о закупке, указывается по каждому альтернативному предложению);"
для конвертов с изменениями и отзывами заявок – существу изменений или факт отзыва заявки – существует изменения или фактОтзыва заявки.,для конвертов с изменениями и отзывами заявок – существо изменений или факт отзыва заявки;
"закупка закупки признается несостоявшейся с указанием основания (причины) такого признания. Основанием для признания закупки является основания, по которому закупка признается нестоявшейся.","причины, по которым закупка признается несостоявшейся с указанием основания (причины) такого признания."
"По результатам квалификационного отбора для отдельной закупки формируется протокол заседания ЗК, в котором дополнительно к сведениям, указанным в п. 12.13.2 Положения вносится следующая информация: Эксперты считают, что эта процедура может быть проведена не только для отдельных закупок, но и для коммерческих организаций.","По результатам квалификационного отбора для отдельной закупки формируется протокол заседания ЗК, в который дополнительно к сведениям, указанным в п. 12.13.2 Положения с учетом особенностей процедуры квалификационного отбора для отдельной закупки, вносится следующая информация:"
"Дата и время проведения процедуры рассмотрения заявок на участие в квалификационном отборе и подведения итогов квалификационного отбора; дата, время и дата проведения процедур рассмотрения заявок и подведение итогов отбора.",дата и время проведения процедуры рассмотрения заявок на участие в квалификационном отборе и подведения итогов отбора;
"Результаты рассмотрения заявок на рассмотрение заявок с указанием: результаты и итоги прошлогоднего прошлого года и их результаты. Количество заявок, которые были приняты в ходе рассмотрения, составляет: заявки и заявки, а также заявки, указанные в результате. Эксперты считают, что решение о рассмотрении заявок является одним из самых успешных в стране.",результаты рассмотрения заявок с указанием:
"Участники закупки квалифицированными, а также решение о признании участника процедуры закупки не квалифицированным, а квалифицированным квалифицированным. Эксперты считают, что закупка квалифицированных квалифицированных не является успешной.",решения о признании участника процедуры закупки квалифицированным;
"решение об отказе признать участника закупки квалифицированным квалифицированным, решение о отказе признавать участника процедуры закупки не квалифицированным. Эксперты считают, что в случае отказа признать квалифицированного квалифицированного покупателя квалифицированными участники закупки будут квалифицированы.",решения об отказе признать участника процедуры закупки квалифицированным;
"Основания принятия решения об отказе участника процедуры закупки квалифицированными с указанием требований документации о закупке, которым не соответствует участник или его заявка, а также положений заявки, не соответствующих требованиям документации.","основания принятия решения об отказе участника процедуры закупки квалифицированным с указанием требований документации о закупке, которым не соответствует участник или его заявка, а также положений заявки, не соответствующих требованиям документации о закупке."
"По результатам квалификационного отбора для серии закупок формируется протокол заседания ЗК, в котором дополнительно к сведениям, указанным в п. 12.13.2 Положения с учетом особенностей процедуры отбора вносится следующая информация: Эксперты считают, что этап отбора может быть успешным.","По результатам квалификационного отбора для серии закупок (каждого этапа такого отбора) формируется протокол заседания ЗК, в который дополнительно к сведениям, указанным в п. 12.13.2 Положения с учетом особенностей процедуры квалификационного отбора для серии закупок, вносится следующая информация:"
"Наименование продукции, для закупки которой проводится квалификационный отбор для серии закупок, и наименование и название продукции, которую для квалификационного отбора проводятся квалификационные отборы для ряда серий закупок. Название продукции, наименование, для которой проводятся квалификационные отборы.","наименование продукции, для закупки которой проводится квалификационный отбор для серии закупок;"
"Дата и время проведения процедуры рассмотрения заявок на участие в квалификационном отборе для серии закупок. Дата, время, дата и час проведения процедур рассмотрения заявок на учащение в квалификационному отборе будет определена и время. дата, время и дата проведения экспертизы заявок.",дата и время проведения процедуры рассмотрения заявок на участие в квалификационном отборе для серии закупок;
"Количество поданных заявок на участие в квалификационном отборе, дата и время регистрации каждой такой заявки, а также дата регистрации каждой заявки.","количество поданных заявок на участие в квалификационном отборе, а также дата и время регистрации каждой такой заявки;"
"Сведения об идентификационных номерах участников квалификационного отбора для серии закупок, заявки которых были рассмотрены, а также сведения о идентификационных номерах для участников отбора.","сведения об идентификационных номерах участников квалификационного отбора для серии закупок, заявки которых были рассмотрены;"
"Количество заявок, которые были отклонены, а также принятое решение о допуске к участию в квалификационном отборе для серии закупок либо об отказе в допуске, и указание в отношении каждой заявки каждого участника процедуры закупки, которым не соответствует заявка.","количество заявок, которые были отклонены, и указание в отношении каждой заявки каждого участника процедуры закупки принятого решения о допуске к участию в квалификационном отборе для серии закупок либо об отказе в допуске с указанием положений документации о закупке, которым не соответствует заявка, а также положений заявки, не соответствующих требованиям документации о квалификационном отборе для серии закупок;"
"Сведения о подведении итогов отборочного отбора по каждой стадии, а также сведения об итогах такого отбора.",сведения о подведении итогов такого отбора по каждой стадии;
"Информация на результаты предыдущих итогов квалификационного отбора по каждой стадии и идентификационные номера участников, ранее признанных квалифицированными для серии закупок и подведению итогов по всей стадии, а также ссылка на результаты прошлого и последующего заседаний ЗК по рассмотрению заявок на участие в квалификационном отборе.","ссылка на результаты предыдущих итогов квалификационного отбора по каждой стадии и идентификационные номера участников, ранее признанных квалифицированными (при проведении второго и последующего заседания ЗК по рассмотрению заявок на участие в квалификационном отборе для серии закупок и подведению итогов по каждой стадии);"
"Признание участника процедуры квалификационного отбора для серии закупок не соответствует требованиям документации о квалификационном отборе, а также положений заявки, не соответствующих требованиям такой документации.","решение о признании участника процедуры квалифицированным участником закупки либо об отказе признать его квалифицированным с указанием требований документации о квалификационном отборе для серии закупок, которым не соответствует участник или его заявка, а также положений заявки, не соответствующих требованиям такой документации."
"По итогам проведения этапа этапа, предусмотренного в подп. 12.12(1) Положения, дополнительно к сведениям, указанным в п. 12.13.2 Положения, в протокол вносится следующая информация: по итогам этапа вносится следующая информация: Информация, указанная в протоколе, вносится в протокол.","По итогам проведения этапа, предусмотренного в подп. 12.12(1) Положения, дополнительно к сведениям, указанным в п. 12.13.2 Положения, в протокол вносится следующая информация:"
"Дата и время заседания ЗК по этапу, дата, время заседания по этапу и дата заседания Зимней комиссии по этапу. Дата, время, дата и время Заседания ЗК. Дата заседания зК поэтапу по этапу; время заседания на этапе по этапу: время заседания и время его заседания по итогам.",дата и время заседания ЗК по этапу;
"дата окончания срока подачи заявок на сайте заявок и дату окончания его срока. Дата окончания сорока заявок, дата и дата окончения срока приема заявок. Срок подачи заявки будет продлен до 31 декабря, а дата его окончания не назначена. На сайте заявки появится информация о том, когда и будет подана заявка заявок.",дата окончания срока подачи заявок;
"решение о необходимости уточнения размещенных извещений и документации о закупке, включая проект договора, по результатам обсуждения с участниками закупки функциональных характеристиках (потребительских свойствах) закупаемых товаров, качества работ, услуг, иных условий исполнения договора либо об отсутствии необходимости такого уточнения.","решение о необходимости уточнения размещенных извещения и документации о закупке, включая проект договора, по результатам обсуждения с участниками закупки функциональных характеристиках (потребительских свойствах) закупаемых товаров, качества работ, услуг, иных условий исполнения договора либо об отсутствии необходимости такого уточнения;"
"Срок для официального размещения уточненного извещения, документации о закупке. Срок и срок для размещения уточненных документаций о закупках. Срок размещения уточненной документации, документации об закупке будет установлен при принятии соответствующего решения.","срок для официального размещения уточненного извещения, документации о закупке (при принятии соответствующего решения)."
"По итогам проведения этапа этапа, предусмотренного в подп.12.12(2) Положения, в протокол вносится следующая информация: по итогам этапа протокол вносятся следующие сведения, указанные в п. 12.13.2 Положения, дополнительно к сведениям, указанным в Подп. 12.12(2) протокола, вносится следующая информация.","По итогам проведения этапа, предусмотренного в подп.12.12(2) Положения дополнительно к сведениям, указанным в п. 12.13.2 Положения, в протокол вносится следующая информация:"
"Дата и время заседания ЗК по этапу, дата, время заседания по этапу и дата заседания Зимней комиссии по этапу. Дата, время, дата и время Заседания ЗК. Дата заседания зК поэтапу по этапу; время заседания на этапе по этапу: время заседания и время его заседания по итогам.",дата и время заседания ЗК по этапу;
"дата окончания срока подачи заявок на сайте заявок и дату окончания его срока. Дата окончания сорока заявок, дата и дата окончения срока приема заявок. Срок подачи заявки будет продлен до 31 декабря, а дата его окончания не назначена. На сайте заявки появится информация о том, когда и будет подана заявка заявок.",дата окончания срока подачи заявок;
"Решение о необходимости уточнения размещенных извещений и документации о закупке, включая проект договора, будет принято по результатам обсуждения функциональных характеристик (потребительских свойствах) закупаемых товаров, качества работ, услуг иных условий исполнения договора либо об отсутствии необходимости такого уточнения.","решение о необходимости уточнения размещенных извещения и документации о закупке, включая проект договора, по результатам обсуждения функциональных характеристиках (потребительских свойствах) закупаемых товаров, качества работ, услуг иных условий исполнения договора либо об отсутствии необходимости такого уточнения;"
"Срок для официального размещения уточненного извещения, документации о закупке для размещения уточненных документаций о закупках будет установлен до 1 октября. Срок размещения уточненной документации и документации срок для официального размещения уточненным извещением, документация о поставке (при принятии соответствующего решения) и документацию о закупочной закупке (при принятом соответствующим  решением) будет сокращаться до срока размещения уточненный извещение, документация об закупке.","срок для официального размещения уточненного извещения, документации о закупке (при принятии соответствующего решения)"
Участники процедуры закупки или участники закупки могут направить организатору закупки запрос о разъяснении результатов вскрытия / рассмотрения / оценки заявки. Организатор закупки в течение 5 (пяти) рабочих дней со дня поступления запроса обязан предоставить соответствующие разъяснения.,"Любой участник процедуры закупки или участник закупки после официального размещения протокола вправе направить организатору закупки посредством функционала ЭТП (при проведении закупки в электронной форме) или в порядке, аналогичном предусмотренному в п. 18.1.4 Положения, запрос о разъяснении результатов вскрытия / рассмотрения / оценки своей заявки. Организатор закупки в течение 5 (пяти) рабочих дней со дня поступления запроса обязан предоставить такому участнику процедуры закупки или такому участнику закупки соответствующие разъяснения. Не предоставляются разъяснения в отношении иных участников процедуры закупки или участников закупки."
"Срок и срок его передачи назначены на июнь 2019 года. Документы, которые были введены в силу с 1 июля 2019 года, являются незаконными и незаконными. Сроки и сроки их передачи могут быть объявлены более чем на полгода.",Утратил силу
"Срок и срок его передачи назначены на июнь 2019 года. Документы, которые были введены в силу с 1 июля 2019 года, являются незаконными и незаконными. Сроки и сроки их передачи могут быть объявлены более чем на полгода.",Утратил силу
"Срок и срок его передачи назначены на июнь 2019 года. Документы, которые были введены в силу с 1 июля 2019 года, являются незаконными и незаконными. Сроки и сроки их передачи могут быть объявлены более чем на полгода.",Утратил силу
Порядок проведения неконкурентной процедуры закупки и закупки нерентной стоимости закупки может быть нерентной. Порядок незаконнорентной для закупки незаконкорентной и процедуры ее закупки не рентабельной.,Порядок проведения неконкурентной процедуры закупки
проведение неконкурентной процедуры закупки нерентной и нерентной закупки не рентной. незаконной процедуры не принимает тендерную процедуру закупки и не может провести ее неконкурентную процедуру.,Общий порядок проведения неконкурентной процедуры закупки
"Для проведения неконкурентной процедуры закупки инициатором закупки формируется пояснительная записка, которая хранится вместе с протоколом ЗК, СЗК или ЦЗК для принятия решения о проведении неконкурентных закупок. Для этого инициатор закупки формирует пояснительную записку, которая предоставляется в соответствующую ЗК или СЗК / руководителю заказчика.","Для проведения неконкурентной процедуры закупки инициатором закупки формируется пояснительная записка (за исключением случая проведения закупки малого объема у единственного поставщика согласно подп. 6.6(39) Положения и ценового запроса), которая предоставляется в соответствующую ЗК, СЗК или ЦЗК / руководителю заказчика для принятия решения о проведении неконкурентной закупки. Указанная пояснительная записка хранится вместе с протоколом ЗК, СЗК (в случаях, указанных в подп. 6.6(4), 6.6(6) – 6.6(10), 6.6(12), 6.6(13), 6.6(15) – 6.6(18), 6.6(20), 6.6(22) – 6.6(25), 6.6(27), 6.6(29) – 6.6(32), 6.6(34), 6.6(35), 6.6(40) – 6.6(44), 6.6(47) – 6.6(49), 6.6(51) – 6.6(55), 6.6(58) – 6.6(62), 6.1.1(з) Положения) или с договором (в случаях, указанных в подп. 6.6(1) – 6.6(3), 6.6(5), 6.6(11), 6.6(37), 6.6(38), 6.6(56), 6.6(57) Положения), с обоснованием:"
"В ближайшее время в ближайшие месяцы может появиться новый способ закупки, а также способ закупки данного способа закупки с указанием на нормы настоящего Положения.",выбора данного способа закупки с указанием на нормы настоящего Положения;
с которым заключается договор о заключении договора о договоре заключается и заключается расчеты. и с которым будет заключается договор.,"выбора конкретного поставщика, с которым заключается договор;"
"Цены договора определяются согласно методическим рекомендациям по определению начальной (максимальной) цены договора (цены лота). Эксперты считают, что цены лота должны быть максимальными.",цены договора согласно методическим рекомендациям по определению начальной (максимальной) цены договора (цены лота) (Приложение 5).
"На основании решения соответствующей ЗК, СЗК, принятого в пределах ее компетенции, осуществляется проведение следующих видов деятельности: проведение и проведение следственных действий.","На основании решения соответствующей ЗК, СЗК, принятого в пределах ее компетенции, осуществляется проведение:"
"Единственный поставщик по подп. 6.6 - 6.6, 6.6.2 (в) - единственный поставщик для безальтернативной закупки у единственного поставщика по цене 6.6,6.2(в), 6.6.2), 6.6.4(в) — 6.6.1(в) Положения: единственное поставщик, которое является единственным поставщиком, может быть безальтернативной покупки у исключительного поставщика.","безальтернативной закупки у единственного поставщика по подп. 6.6(4), 6.6(6) - 6.6(8), 6.6(10),  6.6(13), 6.6(15) - 6.6(17), 6.6(22), 6.6(29), 6.6(32), 6.6(40), 6.6(48), 6.6.2(в) Положения;"
"Единственный поставщик по подп. 6.6,6.2, 6.6.2 (в) и единственный поставщик единственного поставщика по одной подп. 6.6.2(в) Основные поставщики для внутригрупповой закупки, а также единственные поставщики по одной и другой подп. 6,6.2 и 6.6.3(в) Положения; Единственное поставщик по одной позиции, единственное поставщик — 6.6.1(в), 6.6.4(в)","внутригрупповой закупки у единственного поставщика по подп. 6.6(12), 6.6(27),6.6(47), 6.6(51), 6.6.2(в) Положения;"
"срочной закупки у единственного поставщика по подп. 6.6(9), 6.6(24), 6.6(4), 6.6(12), 6.6(49), 66(58), 6,6(58) Единственный поставщик по подп: 6.6(9), 6.6(12), 6.6 (4) и 6.6(48), 6.6 (58), 66(59), 66(12), 66(4) и 66)(58), а также единственный поставщик для срочных закупок.","срочной закупки у единственного поставщика по подп. 6.6(9), 6.6(24), 6.6(49), 6.6(58) Положения;"
"Единственный поставщик по подп. 6.6(18), 6.6(20), 6.6.2(в), 6.6,2(в) - 6.6.1(в), 66.2 (в), 66).2(в, 6.6.2), 6.6.3(в), 6,6.2, в), 6.6 (62), 6.6(62), 66).2 (в) и 6.6.2) (в) закупки у единственного поставщика. Единственное поставщик - единственный поставщик, поставщик, который поставил единственное поставочное предприятие.","закупки у единственного поставщика по подп. 6.6(18), 6.6(20), 6.6(23), 6.6(25), 6.6(30), 6.6(31), 6.6(34), 6.6(35), 6.6(41) - 6.6(44), 6.6(52) - 6.6(55), 6.6.2(в), 6.6(62) Положения;"
"Состязательные итоги состязательных переговоров по подп.1.1(з) Подп.1(1з) Положения о состязательствательных действиях по подпп.1 (з) Состязательных бесед по подподном подп.1(з), Положения.1.1(1(з)) Положения.1(в) Положения положения.1.2(з) Правила.1.1 (з), Положение.1(д) Положения, которые можно будет использовать для состязательных переговоров.",состязательных переговоров по подп. 6.1.1(з) Положения.
"Запуск закупок, предусмотренных подп. 16.1(1) – 16.1(4)Положения, осуществляется с соблюдением последовательности, указанной в п. 16.1.9, 16.1.15Положения соответственно.","Проведение закупок, предусмотренных подп. 16.1(1) – 16.1(4)Положения, осуществляется с соблюдением последовательности, указанной в п. 16.1.9, 16.1.15Положения соответственно."
"Проведение закупок, предусмотренных подп. 16.1 Положения, осуществляется с соблюдением последовательности, указанной в п. 16.3.1 Положения.","Проведение закупок, предусмотренных подп. 16.1(5) Положения, осуществляется с соблюдением последовательности, указанной в п. 16.3.1 Положения."
"На основании решения руководителя заказчика, принятого в пределах его компетенции, осуществляется проведение: на основании решения заказчика осуществляется осуществление: проведение: в зависимости от компетенции заказчика, осуществляется выполнение: в рамках своей компетенции проходит проведение: Заказчик принимает решение, принятое в его пределах.","На основании решения руководителя заказчика, принятого в пределах его компетенции, осуществляется проведение:"
"Возможность безальтернативной закупки у единственного поставщика по подп. 6.6(1) - 6.6(1), 6.6(4), 6.6(5), 6.6(12) и 6.6(11) - единственный поставщик для безальтернативной покупки. Единственный поставщик, который единственный по поставкам 6.6(1-2) - 6,6(1) — 6.6(1).","безальтернативной закупки у единственного поставщика по подп. 6.6(1) - 6.6(3), 6.6(5), 6.6(11) Положения;"
"Мужчина утратил силу, а его сила утратила силу. После того как его утратил сила, утратил сильную силу и умертил силу. Силу утратил, а силу не утратил.",утратил силу;
"Для срочной закупки у единственного поставщика по подп. 6.6(38) Положения; Единственный поставщик для срочных закупок, единственный поставщик в подп. 6,6(38), Положения: срочная закупка в единственном поставщике, единственному поставщику, под п. 6.6,38 Положения; Положения для закупки срочных поставщиков у исключенного поставщика, а также срочной покупки у поставщика.",срочной закупки у единственного поставщика по подп. 6.6(38) Положения;
"Единственный поставщик по подп. 6.6(39) Положения закупки малого объема у единственного поставщика по подп.1. 6.6 (39) Единого поставщика для закупки малой объема в единственном поставщике подп. 66.6(39). Положения единственного покупателя по подп.3. 6.6(40) Положения; Единственный единственный поставщик может закупать малый объем у поставщика единственного подп. 6,6(39), Основные поставщики и единственные поставщики.",закупки малого объема у единственного поставщика по подп. 6.6(39) Положения;
"Закупки у единственного поставщика услуг финансового характера по подп. 6.6(37), 6.6(56), 6.6(57), 6,6(57) и 6.6(58) Единственный поставщик услуг финансового  характера — единственный поставщик услугФинансового характера — 6.6(38), 6.6(157), 6.6 (57) Основные участники закупки и участники рынка.","закупки у единственного поставщика услуг финансового характера по подп. 6.6(37), 6.6(56), 6.6(57) Положения;"
"Упрощенная закупка по подпроку закупки по подпп.1.1 (ж) Положения. Упрощенной закупки и упрощенной закупок по подп.1(ж) Положение.1.1(ж), Положение.1 (ж), Положения.",упрощенной закупки по подп.  6.1.1(ж) Положения.
"П. 16.1.5 Положения, предусмотренные п. 16.1.5 Положения соответственно. Проведение закупок, предусмотренных п. 16.1–5 Положения, осуществляется с соблюдением последовательности, указанной в п. 16.1.11, 16.1.11, 162.1, 162.1 и 162.1 Положения.","Проведение закупок, предусмотренных п. 16.1.5 Положения осуществляется с соблюдением последовательности, указанной в п. 16.1.11, 16.1.12, 16.2.1 Положения соответственно."
"Неконкурентная закупка, кроме состязательных переговоров, может быть только с одним лотом, а только с двумя лотом. Это может означать, что неконкурентную закупку можно купить только с нескольким лотом и только с один лотом — и с одной лотом.","Неконкурентная закупка, кроме состязательных переговоров, может быть только с одним лотом."
"По результату неконкурентной закупки не допускается заключение договора с поставщиком, находящимся в любом из реестров недобросовестных поставщиков, находящемся в реестры РНПК, и/ или находящимся на реестров РНПК.","По результату проведения неконкурентной закупки не допускается заключение договора заказчиками любой группы с поставщиком, находящимся в любом из реестров недобросовестных поставщиков, ведение которых осуществляется в соответствии с Законом 44-ФЗ и Законом 223-ФЗ, и/ или находящимся в РНПК."
